Track name,Artist name,Album,Playlist name,Type,ISRC,Spotify - id
Talk To Me (feat. Lzzy Hale),Apocalyptica,Talk To Me (feat. Lzzy Hale),Everything Green,Playlist,UKKY82000127,00i9VF7sjSaTqblAuKFBDO
You,Breaking Benjamin,Breaking Benjamin: Digital Box Set,Catchy But Careful,Playlist,USHR10622224,59AXfSFmdGJWwsnmgWSjFH
Gone Forever,Three Days Grace,One-X,Everything Green,Playlist,USJI10600158,2Xe2YAxNPqWCNpZ8RagBdO
Six Feet Under,Smash Into Pieces,Six Feet Under,Catchy But Careful,Playlist,QMFME2298548,5DYCuzBPf13q0QZwQvjYzi
The Man Who Sold The World - Live,Nirvana,Nirvana,Sentimental Zone,Playlist,USGF19972704,1XnPVbzLhuBv0sHaCTgyoi
November Rain,Guns N' Roses,Use Your Illusion I,Sentimental Zone,Playlist,USGF19141510,3YRCqOhFifThpSRFJ1VWFM
What a Shame,Shinedown,The Sound of Madness (Deluxe Edition),Everything Green,Playlist,USAT20802286,7Imt4Hrwtgp5A77YCBjQhF
Angels Fall,Breaking Benjamin,Dark Before Dawn,Sentimental Zone,Playlist,USHR11536293,2D9BrlpeyjXF0vli2dYQ5V
I'd Come for You,Nickelback,Dark Horse,Everything Green,Playlist,NLA320888016,1xQZtbipNLyP0e0hihE5F5
Hold Me Now,Red,Release The Panic,Sentimental Zone,Playlist,USA5W1200396,1TzzdJ7pQ0ZcnecKWwSLM2
Checkmate,Smash Into Pieces,The Apocalypse DJ,Sentimental Zone,Playlist,SEVWR1401304,0bljmxWf1P3agiPNtuHAnn
Gotta Be Somebody,Nickelback,The New Sound of Rock,Everything Green,Playlist,NLA321393047,5xiYWerRJXIL7BmBm4hOz5
Home,Nickelback,Feed the Machine,Everything Green,Playlist,QMRSZ1700239,6vDQ6H2mibcrOqGGyuWiUO
Pensamientos,Airbag,Al Parecer Todo Ha Sido una Trampa,Catchy But Careful,Playlist,ARF472100135,1H7ktqkQx1PIuPfNtqvaBs
Lose My Life,Papercut Massacre,If These Scars Could Talk,Sentimental Zone,Playlist,USWU30900061,2J6qr3pC10jeEg7dSN9YHG
In Another Time,Disturbed,Evolution,Sentimental Zone,Playlist,USRE11800602,3d6GffGQwHLItzh0q3QXiC
Hear Me Now,Bad Wolves,Disobey,Sentimental Zone,Playlist,USDPK1800086,5bINaNAghUCg4uHIsuDgjG
Emotionless,Red Sun Rising,Polyester Zeal,Banned Bangers,Playlist,USRZR1564905,0uh5m7fyUP1UFN16lgojTN
Rain (2005) - Alternate Single Version,Breaking Benjamin,Breaking Benjamin: Digital Box Set,Sentimental Zone,Playlist,USHR10521627,77o2Y7nqLWpUtr7PxvcoZz
Shy Away,Twenty One Pilots,Shy Away (Livestream Version),Everything Green,Playlist,USAT22101330,2wXhvXQ943HcohT0A9iyZ9
Broken Parts,Smash Into Pieces,A New Horizon (Deluxe Edition),Catchy But Careful,Playlist,QM6N22138229,1HxVSWXrYfk5I1FDogLr06
First Time,Lifehouse,Who We Are,Everything Green,Playlist,USUM70734087,40Fp6pxcS9l08kL1R50mR4
in your head,cloudyfield,in your head,Catchy But Careful,Playlist,QZK6Q2521033,5NCnVxcLV3XriDtoygz3TK
Chemical Ride,3 Years Hollow,The Cracks,Catchy But Careful,Playlist,USQZG1400002,7LZnS0sBGtsknLDfOZ2NuG
The Part That Hurts The Most (Is Me),Thousand Foot Krutch,Welcome To The Masquerade,Sentimental Zone,Playlist,USTN10900521,0ete13oTmYlKCyDiv7NUXe
Learning to Survive,We Came As Romans,Cold Like War,Sentimental Zone,Playlist,DED831701323,0fr7Nl49mFbf6nXXca6YwO
Overcome,Oceans Divide,Lipstick Lies EP,Catchy But Careful,Playlist,TCABH1243457,7ym8zoXWpGWo5rHsxIb4PA
Lipstick Lies,Oceans Divide,Lipstick Lies EP,Catchy But Careful,Playlist,TCABH1243440,1WSIeiaxm5L04nnCvau4rz
Monster You Made,Pop Evil,War Of Angels,Sentimental Zone,Playlist,USKO11100563,3Sg5j8OsAhk33Jd80xC13K
The Emptiness Machine,Linkin Park,The Emptiness Machine,Catchy But Careful,Playlist,USWB12403464,2PnlsTsOTLE5jnBnNe2K0A
Fading,Smash Into Pieces,Unbreakable,Catchy But Careful,Playlist,SEVWR1300111,4HImQEJ2XBQG62o4Kwe80J
The Zephyr Song,Red Hot Chili Peppers,By the Way (Deluxe Edition),Everything Green,Playlist,USWB10201693,1ndGB6rvxKYN9seCYO1dTF
The Middle,Jimmy Eat World,Bleed American,Everything Green,Playlist,USDW10110256,6GG73Jik4jUlQCkKg9JuGO
Closure,Chevelle,Wonder What's Next (Expanded Edition),Sentimental Zone,Playlist,USSM10201530,3wwoB2eYeGnuOSuIYqXEdl
No Way Back,Foo Fighters,In Your Honor,Everything Green,Playlist,USRW30500007,2MKEQhvPb2VaJXjx5X8Yg6
Warrior Inside,Leader,Warrior Inside,Everything Green,Playlist,USHQA1500001,4STlXjW6sovdM4RyL9l5pP
Chance,Silent Season,Breaking Me Down,Everything Green,Playlist,USA561212624,7DMVzq2Y7qxpkPZMpOOEIR
Who We Are,Red,Until We Have Faces,Everything Green,Playlist,USA5W1000728,3YPWVgir0F518e3d2X4E4w
Rise,Ashes Remain,Let the Light In,Everything Green,Playlist,QMGVJ1700096,4JoCnSkjGnFjmOq7IOMZyR
Right Here,Ashes Remain,What I've Become,Everything Green,Playlist,USM2C1100708,0wXEohIdexKOuHDCXhydkM
Keep Me Breathing,Ashes Remain,What I've Become,Sentimental Zone,Playlist,USM2C1100701,1s1japuDSHylISfMXKcQeN
Lost Within,Fivefold,The Story,Sentimental Zone,Playlist,USHM21224308,1ri3IjVJKkCw2o7AdIpoVd
The Heart of a Graveyard,Demon Hunter,Extremist,Sentimental Zone,Playlist,QMGVJ1301228,2OLprWfuCPXoLH31BWufHs
Fading Away,Fivefold,The Story,Sentimental Zone,Playlist,USHM21224302,1xUsSHETSDKQcpCqhHmAtS
The Otherside,Red Sun Rising,Polyester Zeal,Sentimental Zone,Playlist,USRZR1564901,3AoSqIShcfu9WMECozFOG1
Invictus,Within Reason,Battlefields Life Love and War,Sentimental Zone,Playlist,uscgj1772157,08xZtI6aqJJ2vipqBlEnmw
Raining (feat. Adam Gontier),Art Of Dying,Vices And Virtues,Banned Bangers,Playlist,USRE11100068,5nvBEiOwIoDHPsYyHLRZeH
Favorite Sin,Within Reason,Bloodshot Life,Catchy But Careful,Playlist,uscgh0995153,3EKfAHlPfpkGbSWvCwNFWC
Dead Man,We As Human,We As Human,Sentimental Zone,Playlist,USAT21301292,599aGV5dS9kJCafj15YZeA
Ghost,Rains,Ghost,Catchy But Careful,Playlist,QMKF62000101,6tWLN1deRCkhw7h3qq8fc3
You Get What You Give,New Radicals,Maybe You've Been Brainwashed Too,Everything Green,Playlist,USMC19858327,1Cwsd5xI8CajJz795oy4XF
Your Words,Ravenscode,District of Broken Hope,Catchy But Careful,Playlist,CA9NB1200002,6Hlkb9c433x3Teh1vfQBSg
Crimson Day,Avenged Sevenfold,Hail to the King,Everything Green,Playlist,USWB11302494,28JSZ4KyzDXnnC2XnJX1db
No Way Out,Ravenscode,District of Broken Hope,Sentimental Zone,Playlist,CA9NB1200007,6uMh7B63kb624T0xiOTWR3
Otherside,Red Hot Chili Peppers,Californication (Deluxe Edition),Catchy But Careful,Playlist,USWB19900693,64BbK9SFKH2jk86U3dGj2P
The Adults Are Talking,The Strokes,The New Abnormal,Everything Green,Playlist,USRC11902726,5ruzrDWcT0vuJIOMW7gMnW
Chills,Silver End,Spreading Fire,Everything Green,Playlist,NOK9L1602040,2Ye4hHjiAFSoMHmqmJEdNo
Bitter End,The Veer Union,Divide the Blackened Sky,Everything Green,Playlist,CA5IL1100006,52ngXhcqJzGyKVDup7HzGr
Time Is Running Out,Emphatic,Another Life,Catchy But Careful,Playlist,QMXGT1300049,4bwGnM8DOcleoaoxDGOnOd
"Check Yes, Juliet",We The Kings,We The Kings,Everything Green,Playlist,USKFE0700003,7N2PNxzZXxCdAHiAfsklhT
Californication,Red Hot Chili Peppers,Californication (Deluxe Edition),Everything Green,Playlist,USWB19900690,48UPSzbZjgc449aqz8bxox
By the Way,Red Hot Chili Peppers,By the Way (Deluxe Edition),Everything Green,Playlist,USWB10201688,1f2V8U1BiWaC9aJWmpOARe
You Be The Hero,Joan Red,Side Effects of You,Sentimental Zone,Playlist,USTC70860394,2Me0DQEGfJ0PeWv1EuSHSf
You and I,3 Years Hollow,You and I,Sentimental Zone,Playlist,TCADQ1813574,23MnE1DejWYCaO581kFK2p
Pressure,Rains,Stories,Sentimental Zone,Playlist,US9WS1100256,6NPt00XaWeseLF2cL0pSM1
Learn to Fly,Foo Fighters,There Is Nothing Left To Lose,Everything Green,Playlist,USRW39900002,5OQsiBsky2k2kDKy2bX2eT
Circles,Pierce The Veil,Misadventures,Sentimental Zone,Playlist,US5261621506,6zUy2nnchfZpzaDalE6sO2
Breathing On My Own,Gravel Switch,Face the Day,Everything Green,Playlist,usx9p1212784,18dJEgqjSU4WJxC7Y7uptl
Mary On A Cross,Ghost,Seven Inches of Satanic Panic,Everything Green,Playlist,USC4R1902750,2wBnZdVWa5jVpvYRfGU7rP
Lost in the Crowd,Shinedown,Leave a Whisper (Deluxe Edition),Sentimental Zone,Playlist,USAT20300837,5hdFn6cVv6cbl2XEUzSNpP
Rain,Creed,Full Circle,Everything Green,Playlist,USWU30900230,2CIsr5cqDJeWffps0vtNeq
The Things I've Seen,Tremonti,All I Was,Sentimental Zone,Playlist,USTYW1212005,0zufJqCwu8g5dWTMwlOStR
Buried Alive,Evans Blue,Evans|Blue,Catchy But Careful,Playlist,US9WS1000031,5o3bx8OGQo7wyXkDjeiJWK
My Ordinary World,The Exies,A Modern Way of Living With The Truth,Sentimental Zone,Playlist,USDPK0715009,13rsnMsov5qXRdNxQF48D5
The Future in the End,Evans Blue,Evans|Blue,Sentimental Zone,Playlist,US9WS1000033,7w0pTiVD5dN9DLQAssPYY9
Fly from the Inside,Shinedown,Leave a Whisper (Deluxe Edition),Everything Green,Playlist,USAT20202694,6kPDxVwJH5YtKeytA2rA6M
My Muse,Red Sun Rising,Polyester Zeal,Catchy But Careful,Playlist,USRZR1564904,1lwrqwftAeIeqxAHgn7nQw
Who We Are,NOTHING MORE,The Stories We Tell Ourselves,Everything Green,Playlist,USDPK1700147,6M4o1Grw4bPihDe4HNbkki
Memo,Nine Lashes,World We View,Everything Green,Playlist,USTN11100075,3Rv3RUzjZXN1EmMHOUZWiR
What Have You Done,Plan Three,Screaming Our Sins,Sentimental Zone,Playlist,SEWLR0900407,2yJcLkz9wCjAlxH9qka12l
Brush it Off,Plan Three,Screaming Our Sins,Catchy But Careful,Playlist,SEWLR0900404,55vThlUwP4JAqEd8fr9Hnn
Reach,Lo-Pro,Lo-Pro,Catchy But Careful,Playlist,USIR10312096,6U3fEqtH6EmBLcVKXVA9Rd
Proof,Tremonti,All I Was,Sentimental Zone,Playlist,USTYW1212009,4seoigHweiH7ARkPG6nlm6
Passing Ships,Throw The Fight,Transmissions,Catchy But Careful,Playlist,US3441604707,7n2ovJQ5hDX9wScd9aBL6N
The Dark of You,Breaking Benjamin,Ember,Catchy But Careful,Playlist,USHR11738190,7egnrHJAANlNymbrmQNKcG
This Is Why We Can't Have Nice Things,Taylor Swift,reputation,Catchy But Careful,Playlist,USCJY1750014,07NxDD1iKCHbAldceD7QLP
Give Me A Sign,Breaking Benjamin,Dear Agony,Catchy But Careful,Playlist,USHR10924587,6BWrIaoodtt7EX6kToWZw0
