Track name,Artist name,Album,Playlist name,Type,ISRC,Spotify - id
Man On The Moon,Alan Walker,World Of Walker,Calm Waters,Playlist,NOG842108010,0zqBZqm5czQ3A4EoSdKFHj
Black Summer,Red Hot Chili Peppers,The Steeple - Modern Rock Hits,Calm Waters,Playlist,USWB12105880,0MKjZK5Bg955JhLU7xIUqS
Another Love,Tom Odell,Long Way Down (Deluxe),Calm Waters,Playlist,GBARL1300107,3JvKfv6T31zO0ini8iNItO
Wake Me up When September Ends,Green Day,American Idiot,Calm Waters,Playlist,USRE10400992,3ZffCQKLFLUvYM59XKLbVm
It'll Be Okay,Shawn Mendes,It'll Be Okay,Calm Waters,Playlist,USUM72122321,2KnLkZ3z7PO3kgVGHGqDpD
Here Without You,3 Doors Down,Away From The Sun,Calm Waters,Playlist,USUR10200764,3NLrRZoMF0Lx6zTlYqeIo4
chance with you,mehro,SKY ON FIRE,Calm Waters,Playlist,USANG2115040,7qFtcljd0PZ5kJZos70YjT
Here to Stay,Smash Into Pieces,Unbreakable,Calm Waters,Playlist,SEVWR1300105,483Q9F18uvWW8AchyDNRye
Periscope,Papa Roach,Crooked Teeth (Deluxe),Calm Waters,Playlist,USDPK1700006,21nzKMLsmEfqbXie8cIt80
Gone,Red,Gone (Deluxe Edition),Calm Waters,Playlist,USA5W1700263,3MC57RhQk1X6S1dAAsgZ6u
High,The Chainsmokers,So Far So Good,Calm Waters,Playlist,USQX92105208,09AvsbivV1FQBRAEBJh7UL
Dance with the Devil - Aurora Version,Breaking Benjamin,Aurora,Calm Waters,Playlist,USHR11939385,6earA3oIunGQs95h7UwcHQ
The Gold,Manchester Orchestra,Modern Rock,Calm Waters,Playlist,USC4R1702130,0CoroYbFRCucNhUnXakORT
Rut,The Killers,Wonderful Wonderful,Calm Waters,Playlist,USUM71707341,4EcJBIXjI5y9TA6CBfIljo
Good Times,All Time Low,Last Young Renegade,Calm Waters,Playlist,USAT21700393,3aAoy02NwrmZcqXYYjqNh2
Rain,Breaking Benjamin,Breaking Benjamin: Digital Box Set,Calm Waters,Playlist,USHR10421086,0x897gxkoEZtPTK1redz8x
Forever,Breaking Benjamin,Breaking Benjamin: Digital Box Set,Calm Waters,Playlist,USHR10220102,0fX678ifUsBZtuRHoBTErN
My Shadow,Smash Into Pieces,A New Horizon (Deluxe Edition),Calm Waters,Playlist,QM7282184647,2D1XewSzWT6RB3PCVZVyg6
You and I,PVRIS,White Noise (Deluxe Version),Calm Waters,Playlist,USEK71631211,6mIHP19RfAUXTPdxxUqtfn
My Heart I Surrender,I Prevail,Lifelines,Calm Waters,Playlist,US5261622482,4Qt5o43KerMzgh0PNPm6Q1
Kids,OneRepublic,Oh My My,Calm Waters,Playlist,USUM71606688,5mQNY6pTeSDl2doFB7uLbE
So Alive,The Goo Goo Dolls,Boxes,Calm Waters,Playlist,USWB11600222,0Se1ajfYEa51gkPKV5UgLV
He Is,Ghost,13 Commandments,Calm Waters,Playlist,USC4R1500700,1m1E5PMPgyyuAldwqm5qsY
Missing You,All Time Low,Missing You (Clean Version),Calm Waters,Playlist,USHR21647036,4YtSSX8dsR6WyCMPxI8DbU
Speeding Cars,Walking On Cars,Everything This Way,Calm Waters,Playlist,GBUM71506359,4wLvmlgcHW5ZkNERDIDv5H
Renegades,X Ambassadors,VHS,Calm Waters,Playlist,USUM71502643,0fYVliAYKHuPmECRs1pbRf
